Country,Region,Producer,Number_of_Bags,Country_Partner,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Bag_Weight,Colors,quality_score,Variety,Processing Method
colombia,cundinamarca,exportadora de café cóndor s.a,250,almacafé,2018,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,0.09,0,0,others,1,1600,1600,1400,70,bluish-green,81.92,NA,Other
guatemala,oriente,jesus ramirez,25,asociacion nacional del café,2017,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1,1,0,green,1,157.8864,157.8864,1550,69,green,81.83,Bourbon,Washed / Wet
costa rica,tarrazu,manuel montero,15,specialty coffee association,2016,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,1,0,green,4,1900,1900,1600,46,green,81.83,Catuai,Pulped natural / honey
brazil,monte carmelo,helena pingnatti ricci,200,brazil specialty coffee association,2016,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,0,1,green,3,973,973,1400,59,green,81.83,Mundo Novo,Natural / Dry
indonesia,bali,mudar,166,specialty coffee association,2015,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,0.11,0,1,green,0,1250,1250,1400,30,green,81.83,Other,Other
guatemala,norte,chapultepec,130,asociacion nacional del café,2015,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1,2,0,green,6,3280,3280,1600,69,green,81.83,Bourbon,Washed / Wet
brazil,south of minas,ipanema agrícola sa,320,brazil specialty coffee association,2015,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0,0,0,green,1,1,1,1600,2,green,81.83,Yellow Bourbon,Natural / Dry
brazil,south of minas,ipanema agrícola sa,300,brazil specialty coffee association,2015,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0,0,0,green,0,1,1,1400,2,green,81.83,Yellow Bourbon,Natural / Dry
myanmar,ywar ngan,u mg mg,1,coffee quality institute,2015,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0,0,0,green,2,4001,4001,1550,2,green,81.83,Catuai,Washed / Wet
mexico,chiapas,martiniano a. moreno alvarado,250,asociación mexicana de cafés y cafeterías de especialidad a.c.,2015,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,0,0,green,7,1350,1500,1400,2,green,81.83,Catuai,Washed / Wet
honduras,marcala,jose omar acosta,275,instituto hondureño del café,2015,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,0,green,1,1400,1400,1200,1,green,81.83,Catuai,Washed / Wet
costa rica,tres rios,jose francisco gonzalez,275,specialty coffee association of costa rica,2015,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,0,0,green,0,1200,1400,1000,18975,green,81.83,Caturra,Washed / Wet
taiwan,"dongshan dist., tainan city 臺南市東山區",lin sin ji 林信吉,8,specialty coffee association,2014,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83,0,0,0,green,0,700,700,1550,5,green,81.83,Typica,Washed / Wet
indonesia,lington nihuta,others,300,blossom valley international,2014,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,0.11,2,0,others,6,1300,1300,1600,10,bluish-green,81.83,Typica,Other
malawi,kakoma,mzuzu coffee coop union,24,africa fine coffee association,2014,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13,0,0,green,0,1556,1556,1400,60,green,81.83,Gesha,Washed / Wet
brazil,south of minas,ipanema agrícola sa,320,specialty coffee association,2014,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11,0,0,green,0,1100,1100,1400,2,green,81.83,Bourbon,Natural / Dry
honduras,comayagua,"tomás sosa, juan damaso",275,instituto hondureño del café,2014,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,0,0,green,4,1350,1350,1400,1,green,81.83,Caturra,Natural / Dry
mexico,"siltepec el triunfo, chiapas, mexico",various small producers,280,specialty coffee association,2014,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11,0,0,green,0,1550,1550,1400,2,green,81.83,Typica,Washed / Wet
colombia,huila,la plata,50,almacafé,2013,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0,bluish-green,0,1600,1950,1200,70,bluish-green,81.83,Caturra,Washed / Wet
united states (hawaii),kona,others,19,specialty coffee association,2012,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0,1,0,bluish-green,1,others,others,1300,100,bluish-green,81.83,Hawaiian Kona,Natural / Dry
brazil,sul de minas,nazareth dias pereira,300,specialty coffee association,2012,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0,bluish-green,0,1250,1250,1200,60,bluish-green,81.83,Bourbon,Semi-washed / Semi-pulped
guatemala,oriente,luis rodriguez,250,asociacion nacional del café,2013,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,0,0,green,1,1310.64,1310.64,1300,69,green,81.83,Bourbon,Washed / Wet
mexico,veracruz,maria magdalena luethje y gris,302,amecafe,2012,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12,0,0,green,2,1500,1500,1550,1,green,81.83,Bourbon,Washed / Wet
mexico,coatepec,jorge francisco martinez hachity,15,amecafe,2012,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,0,0,green,10,1250,1250,1400,1,green,81.83,Typica,Semi-washed / Semi-pulped
brazil,cerrado,marilsa de fatima peternela,58,nucoffee,2011,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02,0,0,others,2,900,950,1400,60,bluish-green,81.83,Mundo Novo,Other
colombia,huila,others,250,almacafé,2011,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0,others,0,1600,1800,1400,70,bluish-green,81.83,NA,Other
united states (hawaii),kona,others,30,specialty coffee association,others,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,0.02,3,0,others,12,others,others,1400,0,bluish-green,81.83,NA,Other
guatemala,san marcos,angel de leon,50,asociacion nacional del café,2017,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11,0,1,green,1,1700,1700,1400,69,green,81.75,Bourbon,Washed / Wet
vietnam,vietnam,richard yeh,1,specialty coffee association,2014,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,0,0,bluish-green,0,1040,1040,1550,2,bluish-green,81.75,Caturra,Washed / Wet
"tanzania, united republic of",ngorogoro,ngorogoro convenant estate,1,africa fine coffee association,2014,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,0,0,bluish-green,4,1500,1700,1400,60,bluish-green,81.75,Other,Washed / Wet
brazil,others,others,1,specialty coffee association,2013,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1,0,0,bluish-green,1,others,others,1400,5,bluish-green,81.75,NA,Natural / Dry
mexico,"tenango de doria, hidalgo","perez lemus, felix",10,amecafe,2012,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13,2,0,others,9,774,774,1400,1,bluish-green,81.75,Bourbon,Washed / Wet
mexico,tepictla,sergio landa alarcon,100,amecafe,2012,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,0,0,green,23,1250,1250,1400,1,green,81.75,Mundo Novo,Washed / Wet
mexico,oaxaca,"cenen torres cortes, avelino tores cortes, juan ventura guzman",42,amecafe,2012,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11,0,0,green,1,1100,1100,1200,1,green,81.75,Typica,Washed / Wet
mexico,la concordia,armando luis pohlenz martinez,250,amecafe,2012,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,10,0,green,14,1550,1550,1400,1,green,81.75,Caturra,Washed / Wet
mexico,la concordia,graciela aguilar peralta,28,amecafe,2012,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12,0,0,others,1,1650,1650,1550,1,bluish-green,81.75,Typica,Washed / Wet
colombia,huila,others,250,almacafé,2011,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,0,green,1,1750,1750,1400,70,green,81.75,Caturra,Washed / Wet
colombia,huila,la plata,275,almacafé,others,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,0,0,others,0,1600,1950,1600,70,bluish-green,81.75,NA,Other
brazil,south of minas,ipanema agricola s.a,320,brazil specialty coffee association,2017,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,0,0,green,5,890,890,890,60,green,81.67,Bourbon,Natural / Dry
guatemala,san marcos,angel de leon,50,asociacion nacional del café,2017,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,0,0,green,1,1700,1700,1700,69,green,81.67,Bourbon,Washed / Wet
guatemala,santa rosa,jesus ramirez,80,asociacion nacional del café,2017,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,0,1,green,3,1219.2,1219.2,1219.2,69,green,81.67,Bourbon,Washed / Wet
honduras,marcala,jose omar acosta,275,instituto hondureño del café,2016,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,bluish-green,2,1450,1450,1450,69,bluish-green,81.67,Catuai,Washed / Wet
"tanzania, united republic of",mbinga,ngima amcos,320,tanzanian coffee board,2016,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0,0,0,green,1,1800,1800,1800,60,green,81.67,NA,Other
nicaragua,jinotega,rolando lacayo cardenal,275,instituto hondureño del café,others,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,0,0,green,1,others,others,1550,69,green,81.67,NA,Other
colombia,la plata,others,165,almacafé,2016,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1,others,1,others,others,1600,70,bluish-green,81.67,NA,Other
brazil,south of minas,ipanema agrícola sa,320,brazil specialty coffee association,2015,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0,green,0,1,1,1600,2,green,81.67,Yellow Bourbon,Natural / Dry
"tanzania, united republic of",mbinga,dae ltd,20,africa fine coffee association,2014,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,0,0,green,0,1200,1800,2000,60,green,81.67,Other,Washed / Wet
"tanzania, united republic of","ilomba vilage, mbozi",tembo coffee company ltd,10,africa fine coffee association,2013,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,0,0,green,7,1700,1700,1400,60,green,81.67,Other,Washed / Wet
brazil,south of minas,ipanema agrícola sa,300,specialty coffee association,2014,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,0,0,green,2,1260,1260,1550,2,green,81.67,Bourbon,Washed / Wet
indonesia,bener meriah,others,320,specialty coffee association,2013,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11,0,0,bluish-green,0,others,others,1200,4,bluish-green,81.67,Sumatra,Semi-washed / Semi-pulped
honduras,comayagua,"tomás sosa, juan damaso",275,instituto hondureño del café,2014,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,0,green,5,1400,1400,1550,1,green,81.67,Caturra,Natural / Dry
costa rica,tarrazu,martin gutierrez,275,specialty coffee association of costa rica,2013,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,0,0,green,3,1850,1850,1400,69,green,81.67,Caturra,Washed / Wet
mexico,veracruz,huatusco,320,specialty coffee association,2014,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,0,0,green,4,others,others,1800,5,green,81.67,NA,Washed / Wet
taiwan,changhua baguashan 彰化市八卦山,zhang ming fu 張明福,10,blossom valley international,2013,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,green,0,150,150,1400,30,green,81.67,Typica,Semi-washed / Semi-pulped
taiwan,nantou,wu cai jin 吳蔡錦,10,blossom valley international,2013,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11,0,0,green,0,750,750,1400,30,green,81.67,Typica,Washed / Wet
mexico,"la concordia, chiapas",union ramal santa cruz,310,amecafe,2013,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12,0,0,green,6,1400,1400,1700,1,green,81.67,Typica,Washed / Wet
guatemala,jalapa,"cafe molino monterroso p,j. roberto",275,asociacion nacional del café,2012,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,0,0,green,4,1676.4,1828.8,1800,69,green,81.67,Bourbon,Washed / Wet
mexico,tuxtla gutierrez,productora agricola y ganadera finca la suiza,100,amecafe,2012,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13,1,0,green,13,1650,1650,1600,1,green,81.67,Typica,Washed / Wet
mexico,yajalon,maya binik,15,amecafe,2012,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,0,0,green,4,1400,1400,1200,1,green,81.67,Bourbon,Washed / Wet
mexico,veracruz,cesar santiz lopez,275,amecafe,2012,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,0,0,green,2,1200,1200,1400,1,green,81.67,Bourbon,Washed / Wet
mexico,"la concordia, chiapas",octavio moguel farrera,250,amecafe,2012,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,0,0,green,2,1400,1400,1400,1,green,81.67,Bourbon,Washed / Wet
mexico,"sacún palma, municipio de chilón, chiapas",armando gutierez guzmán,12,amecafe,2012,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,0,0,green,4,940,940,1800,1,green,81.67,Caturra,Semi-washed / Semi-pulped
united states (hawaii),kona,others,13,specialty coffee association,2012,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1,1,0,green,1,others,others,1400,100,green,81.67,Hawaiian Kona,Washed / Wet
honduras,western region,cafes finos de corquin,275,instituto hondureño del café,2018,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,1,bluish-green,3,1200,1200,1300,69,bluish-green,81.58,Catimor,Washed / Wet
guatemala,huehuetenango,"agricola el pilar, sa.",25,asociacion nacional del café,2017,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12,0,0,green,0,190164,190164,1400,69,green,81.58,Bourbon,Washed / Wet
taiwan,natou county,蘇晉寬 su jin kuan,20,specialty coffee association,2016,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,0,0,bluish-green,0,800,800,1550,50,bluish-green,81.58,Typica,Washed / Wet
costa rica,turrialba,cafetalera aquiares,250,specialty coffee association of costa rica,2015,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,0,0,green,1,13,13,1600,69,green,81.58,Caturra,Washed / Wet
"tanzania, united republic of","oldeani , mongola",acacia hills ltd,100,africa fine coffee association,2014,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,0,0,green,5,1800,1800,1400,60,green,81.58,Other,Washed / Wet
malawi,mzuzu,mzuzu coffee coop union,10,africa fine coffee association,2014,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,0,0,green,0,1100,1100,1400,60,green,81.58,Gesha,Washed / Wet
taiwan,natou county,chiu wei lun 邱偉倫,50,specialty coffee association,2014,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,81.58,0,0,0,others,0,850,850,1600,20,bluish-green,81.58,Typica,Semi-washed / Semi-pulped
brazil,south of minas,ipanema coffees,300,nucoffee,2013,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,0,0,bluish-green,3,1260,1260,1600,60,bluish-green,81.58,Yellow Bourbon,Washed / Wet
guatemala,oriente,roberto monterroso,250,asociacion nacional del café,2013,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,0,0,green,1,1310.64,1310.64,1400,69,green,81.58,Bourbon,Washed / Wet
mexico,"la concordia, chiapas",union ramal santa cruz,310,amecafe,2013,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,0,0,green,9,1400,1400,1550,1,green,81.58,Typica,Washed / Wet
mexico,la concordia,luis antonio lopez aguilar,28,amecafe,2012,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,0,0,others,0,1600,1600,1400,1,bluish-green,81.58,Marigojipe,Natural / Dry
mexico,la concordia,enrique eduardo lopez aguilar,28,amecafe,2012,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,0,0,others,2,1650,1650,1200,1,bluish-green,81.58,Typica,Natural / Dry
thailand,"doi chaang village, chiang rai, thialand",doi chaang community enterprise piko,12,specialty coffee association,2011,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58,0.01,0,0,others,0,1499.9208,1499.9208,1000,50,bluish-green,81.58,NA,Other
thailand,others,others,1,specialty coffee association,2011,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58,0.2,0,0,others,0,others,others,1550,60,bluish-green,81.58,NA,Other
costa rica,tarrazu,coopetarrazu,1,specialty coffee association,others,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0,0,0,others,1,1371.6,1828.8,1600,60,bluish-green,81.58,NA,Other
guatemala,santa rosa,otto becker,50,asociacion nacional del café,2017,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,0,0,green,0,1219.2,1219.2,1400,69,green,81.5,Bourbon,Washed / Wet
nicaragua,jalapa,teófilo narváez :,550,instituto hondureño del café,2017,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,0,0,green,3,1100,1100,1400,69,green,81.5,Caturra,Other
honduras,comayagua,nahun maldonado,275,instituto hondureño del café,2017,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,0,0,green,5,1400,1400,1400,69,green,81.5,Caturra,Washed / Wet
guatemala,santa rosa,agricola monte verde,50,asociacion nacional del café,2017,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,81.5,0.12,0,0,green,0,others,others,1400,69,green,81.5,Bourbon,Other
taiwan,古坑鄉荷包村尖山坑60號,劉易騰,123,blossom valley international,2015,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5,0.12,0,0,green,2,160,200,1200,2,green,81.5,Typica,Natural / Dry
myanmar,ywar ngan township,genius coffee estate,1,coffee quality institute,2015,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5,0,0,0,green,4,1219.2,1219.2,1300,1,green,81.5,Catuai,Washed / Wet
costa rica,occidental,beneficio la eva s.a.,250,specialty coffee association of costa rica,2014,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5,0.12,1,0,green,2,1200,1200,1200,1,green,81.5,Caturra,Washed / Wet
malawi,mzuzu,mzuzu coffee coop union        ,15,africa fine coffee association,2014,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5,0.12,0,0,green,0,1599,1599,1300,60,green,81.5,Gesha,Washed / Wet
guatemala,oriente,varios,250,asociacion nacional del café,2014,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5,0.12,0,0,green,0,1219.2,1219.2,1550,69,green,81.5,Other,Washed / Wet
taiwan,natou county,huang mei tao 黃美桃        ,50,specialty coffee association,2014,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,81.5,0.11,0,0,bluish-green,0,900,900,1400,20,bluish-green,81.5,Typica,Washed / Wet
brazil,sul de minas,maria rogeria costa pereira,300,specialty coffee association,2014,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0,1,0,green,1,1200,1200,1400,60,green,81.5,Yellow Bourbon,Semi-washed / Semi-pulped
haiti,"dondon, haiti",mixed,300,specialty coffee association,2013,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5,0.11,0,0,bluish-green,0,400,1250,1400,4,bluish-green,81.5,Blue Mountain,Washed / Wet
taiwan,taichung xinshe 台中市新社區,xu yuan zhang 徐源漳,5,blossom valley international,2013,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,81.5,0.11,0,0,green,0,600,600,1400,30,green,81.5,Typica,Other
mexico,"la concordia, chiapas",agroindustrias unidas de mexico sa de cv,250,amecafe,2013,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5,0.13,0,0,green,2,1150,1150,1400,1,green,81.5,Typica,Washed / Wet
mexico,amatenango de la frontera,jorge hernandez montejo,250,amecafe,2012,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5,0.12,0,0,green,5,1600,1600,1550,1,green,81.5,Typica,Washed / Wet
mexico,temaxcalapa,zenobio martinez cano,30,amecafe,2012,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5,0.12,0,0,green,10,1100,1100,1400,1,green,81.5,Catuai,Washed / Wet
mexico,manzanillo,manuel duarte munguia,20,amecafe,2012,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5,0.11,0,0,green,6,1000,1000,1400,1,green,81.5,Typica,Semi-washed / Semi-pulped
mexico,tapachula,tomas edelmann blass,50,amecafe,2012,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5,0.13,0,0,green,5,1250,1250,1400,80,green,81.5,Bourbon,Washed / Wet
mexico,atoyac de alvarez,maria de la paz aguilar guillen,15,amecafe,2012,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5,0.11,0,0,green,3,1100,1100,1400,1,green,81.5,Typica,Natural / Dry
indonesia,ijen,pt. perkebunan nusantara xii,10,specialty coffee association of indonesia,2012,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,81.5,0.12,0,0,green,0,1200,1600,1200,60,green,81.5,Other,Washed / Wet
brazil,sul de minas,nazareth dias pereira,300,nucoffee,2012,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5,0.12,0,0,bluish-green,2,125,125,1400,1,bluish-green,81.5,Bourbon,Semi-washed / Semi-pulped
guatemala,oriente,chiquimulja / alpha cafe / senfro,250,asociacion nacional del café,2012,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5,0.11,0,0,green,1,others,others,1550,1,green,81.5,Bourbon,Washed / Wet
colombia,cauca,others,250,almacafé,others,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5,0.06,1,0,others,0,1050,1850,1400,70,bluish-green,81.5,NA,Other
united states (hawaii),kona,others,16,specialty coffee association,others,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,81.5,0,0,0,others,17,others,others,1600,1,bluish-green,81.5,NA,Other
mexico,veracruz,cafes tomari sa de cv,200,centro agroecológico del café a.c.,2017,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12,1,5,green,17,1100,1100,1100,69,green,81.42,Mundo Novo,Washed / Wet
guatemala,san marcos,"agricola nueva granada, s.a.",450,asociacion nacional del café,2016,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1,0,0,green,0,1371.6,1371.6,1371.6,69,green,81.42,Catuai,Washed / Wet
brazil,cerrado,inacio urban,300,brazil specialty coffee association,2015,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11,0,0,green,2,1100,1100,1100,60,green,81.42,Catuai,Natural / Dry
honduras,marcala,jose omar acosta,275,instituto hondureño del café,2015,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,0,0,green,1,1400,1400,1400,1,green,81.42,Catuai,Washed / Wet
taiwan,苗栗三灣,謝文品,10,blossom valley international,2014,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,81.42,0.12,0,0,green,0,110,110,110,60,green,81.42,Typica,Washed / Wet
malawi,mzuzu,mzuzu coffee coop union,12,africa fine coffee association,2014,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,81.42,0.12,0,0,bluish-green,0,1422,1422,1422,60,bluish-green,81.42,Gesha,Washed / Wet
brazil,south of minas,ipanema agrícola sa,320,specialty coffee association,2014,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,81.42,0,0,0,green,0,1100,1100,1100,2,green,81.42,Bourbon,Natural / Dry
guatemala,"san lucas toliman, solola","pachuj, s. a.",250,asociacion nacional del café,2014,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42,0.1,0,0,green,6,1550,1550,1550,69,green,81.42,Bourbon,Washed / Wet
mexico,siltepec el triunfo,various small producers,280,specialty coffee association,2014,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42,0,1,0,green,1,1550,1550,1550,2,green,81.42,Typica,Washed / Wet
